dex_index,species_key,name,type1,type2,ability1,ability2,hp,attack,defense,sp_attack,sp_defense,speed,bst,catch_rate,gender_ratio,egg_group1,egg_group2,in_regional_dex,regional_dex_number,generation,keep,first_region_encountered,notes,count
953,SPECIES_SNEASLER,Sneasler,Fighting,Poison,Pressure,Unburden,80,130,60,40,80,120,510,135,127,Field,Field,FALSE,,8,,,,1
954,SPECIES_OVERQWIL,Overqwil,Dark,Poison,Poison Point,Swift Swim,85,115,95,65,65,85,510,135,127,Water 2,Water 2,FALSE,,8,,,,1
955,SPECIES_ENAMORUS,Enamorus,Fairy,Flying,Cute Charm,,74,115,70,135,80,106,580,3,254,Undiscovered,Undiscovered,FALSE,,8,Yes,Johto,,1
956,SPECIES_SPRIGATITO,Sprigatito,Grass,,Overgrow,,40,61,54,45,45,65,310,45,31,Field,Grass,FALSE,,9,Maybe,,,1
957,SPECIES_FLORAGATO,Floragato,Grass,,Overgrow,,61,80,63,60,63,83,410,45,31,Field,Grass,FALSE,,9,Maybe,,,1
958,SPECIES_MEOWSCARADA,Mewscarada,Grass,Dark,Overgrow,,76,110,70,81,70,123,530,45,31,Field,Grass,FALSE,,9,Maybe,,,1
959,SPECIES_FUECOCO,Fuecoco,Fire,,Blaze,,67,45,59,63,40,36,310,45,31,Field,Field,FALSE,,9,Maybe,,,1
960,SPECIES_CROCALOR,Crocalor,Fire,,Blaze,,81,55,78,90,58,49,411,45,31,Field,Field,FALSE,,9,Maybe,,,1
961,SPECIES_SKELEDIRGE,Skeledirge,Fire,Ghost,Blaze,,104,75,100,110,75,66,530,45,31,Field,Field,FALSE,,9,Maybe,,,1
962,SPECIES_QUAXLY,Quaxly,Water,,Torrent,,55,65,45,50,45,50,310,45,31,Flying,Water 1,FALSE,,9,Maybe,,,1
963,SPECIES_QUAXWELL,Quaxwell,Water,,Torrent,,70,85,65,65,60,65,410,45,31,Flying,Water 1,FALSE,,9,Maybe,,,1
964,SPECIES_QUAQUAVAL,Quaquaval,Water,Fighting,Torrent,,85,120,80,85,75,85,530,45,31,Flying,Water 1,FALSE,,9,Maybe,,,1
965,SPECIES_LECHONK,Lechonk,Normal,,Aroma Veil,Gluttony,54,45,40,35,45,35,254,255,127,Field,Field,FALSE,,9,,,,1
966,SPECIES_OINKOLOGNE,Oinkologne,Normal,,Lingering Aroma,Gluttony,110,100,75,59,80,65,489,100,0,Field,Field,FALSE,,9,,,,1
967,SPECIES_TAROUNTULA,Tarountula,Bug,,Insomnia,,35,41,45,29,40,20,210,255,127,Bug,Bug,FALSE,,9,,,,1
968,SPECIES_SPIDOPS,Spidops,Bug,,Insomnia,,60,79,92,52,86,35,404,120,127,Bug,Bug,FALSE,,9,,,,1
969,SPECIES_NYMBLE,Nymble,Bug,,Swarm,,33,46,40,21,25,45,210,190,127,Bug,Bug,FALSE,,9,,,,1
970,SPECIES_LOKIX,Lokix,Bug,Dark,Swarm,,71,102,78,52,55,92,450,30,127,Bug,Bug,FALSE,,9,,,,1
971,SPECIES_PAWMI,Pawmi,Electric,,Static,Natural Cure,45,50,20,40,25,60,240,190,127,Field,Field,FALSE,,9,,,,1
972,SPECIES_PAWMO,Pawmo,Electric,Fighting,Volt Absorb,Natural Cure,60,75,40,50,40,85,350,80,127,Field,Field,FALSE,,9,,,,1
973,SPECIES_PAWMOT,Pawmot,Electric,Fighting,Volt Absorb,Natural Cure,70,115,70,70,60,105,490,45,127,Field,Field,FALSE,,9,,,,1
974,SPECIES_TANDEMAUS,Tandemaus,Normal,,Run Away,Pickup,50,50,45,40,45,75,305,150,255,Field,Fairy,FALSE,,9,,,,1
975,SPECIES_MAUSHOLD,Maushold,Normal,,Friend Guard,Cheek Pouch,74,75,70,65,75,111,470,75,255,Field,Fairy,FALSE,,9,,,,1
976,SPECIES_FIDOUGH,Fidough,Fairy,,Own Tempo,,37,55,70,30,55,65,312,190,127,Field,Mineral,FALSE,,9,Yes,Johto,,1
977,SPECIES_DACHSBUN,Dachsbun,Fairy,,Well Baked Body,,57,80,115,50,80,95,477,90,127,Field,Mineral,FALSE,,9,Yes,Johto,,1
978,SPECIES_SMOLIV,Smoliv,Grass,Normal,Early Bird,,41,35,45,58,51,30,260,255,127,Grass,Grass,FALSE,,9,,,,1
979,SPECIES_DOLLIV,Dolliv,Grass,Normal,Early Bird,,52,53,60,78,78,33,354,120,127,Grass,Grass,FALSE,,9,,,,1
980,SPECIES_ARBOLIVA,Arboliva,Grass,Normal,Seed Sower,,78,69,90,125,109,39,510,45,127,Grass,Grass,FALSE,,9,,,,1
981,SPECIES_SQUAWKABILLY,Squawkbily,Normal,Flying,Intimidate,Hustle,82,96,51,45,51,92,417,190,127,Flying,Flying,FALSE,,9,,,,1
982,SPECIES_NACLI,Nacli,Rock,,Purifying Salt,Sturdy,55,55,75,35,35,25,280,255,127,Mineral,Mineral,FALSE,,9,,,,1
983,SPECIES_NACLSTACK,Naclstack,Rock,,Purifying Salt,Sturdy,60,60,100,35,65,35,355,120,127,Mineral,Mineral,FALSE,,9,,,,1
984,SPECIES_GARGANACL,Garganacl,Rock,,Purifying Salt,Sturdy,100,100,130,45,90,35,500,45,127,Mineral,Mineral,FALSE,,9,,,,1
985,SPECIES_CHARCADET,Charcadet,Fire,,Flash Fire,,40,50,40,50,40,35,255,90,127,Human Like,Human Like,FALSE,,9,,,,1
986,SPECIES_ARMAROUGE,Armarouge,Fire,Psychic,Flash Fire,,85,60,100,125,80,75,525,25,127,Human Like,Human Like,FALSE,,9,,,,1
987,SPECIES_CERULEDGE,Ceruledge,Fire,Ghost,Flash Fire,,75,125,80,60,100,85,525,25,127,Human Like,Human Like,FALSE,,9,,,,1
988,SPECIES_TADBULB,Tadbulb,Electric,,Own Tempo,Static,61,31,41,59,35,45,272,190,127,Water 1,Water 1,FALSE,,9,Yes,,,1
989,SPECIES_BELLIBOLT,Bellibolt,Electric,,Electromorphosis,Static,109,64,91,103,83,45,495,50,127,Water 1,Water 1,FALSE,,9,Yes,,,1
990,SPECIES_WATTREL,Wattrel,Electric,Flying,Wind Power,Volt Absorb,40,40,35,55,40,70,280,180,127,Water 1,Flying,FALSE,,9,Yes,,,1
991,SPECIES_KILOWATTREL,Kilowatrel,Electric,Flying,Wind Power,Volt Absorb,70,70,60,105,60,125,490,90,127,Water 1,Flying,FALSE,,9,Yes,,,1
992,SPECIES_MASCHIFF,Maschiff,Dark,,Intimidate,Run Away,60,78,60,40,51,51,340,150,127,Field,Field,FALSE,,9,,,,1
993,SPECIES_MABOSSTIFF,Mabosstiff,Dark,,Intimidate,Guard Dog,80,120,90,60,70,85,505,75,127,Field,Field,FALSE,,9,,,,1
994,SPECIES_SHROODLE,Shroodle,Poison,Normal,Unburden,Pickpocket,40,65,35,40,35,75,290,190,127,Field,Field,FALSE,,9,,,,1
995,SPECIES_GRAFAIAI,Grafaiai,Poison,Normal,Unburden,Poison Touch,63,95,65,80,72,110,485,90,127,Field,Field,FALSE,,9,,,,1
996,SPECIES_BRAMBLIN,Bramblin,Grass,Ghost,Wind Rider,,40,65,30,45,35,60,275,190,127,Grass,Grass,FALSE,,9,,,,1
997,SPECIES_BRAMBLEGHAST,Bramblgast,Grass,Ghost,Wind Rider,,55,115,70,80,70,90,480,45,127,Grass,Grass,FALSE,,9,,,,1
998,SPECIES_TOEDSCOOL,Toedscool,Ground,Grass,Mycelium Might,,40,40,35,50,100,70,335,190,127,Grass,Grass,FALSE,,9,,,,1
999,SPECIES_TOEDSCRUEL,Toedscruel,Ground,Grass,Mycelium Might,,80,70,65,80,120,100,515,90,127,Grass,Grass,FALSE,,9,,,,1
1000,SPECIES_KLAWF,Klawf,Rock,,Anger Shell,Shell Armor,70,100,115,35,55,75,450,120,127,Water 3,Water 3,FALSE,,9,,,,1
1001,SPECIES_CAPSAKID,Capsakid,Grass,,Chlorophyll,Insomnia,50,62,40,62,40,50,304,190,127,Grass,Grass,FALSE,,9,,,,1
1002,SPECIES_SCOVILLAIN,Scovillain,Grass,Fire,Chlorophyll,Insomnia,65,108,65,108,65,75,486,75,127,Grass,Grass,FALSE,,9,,,,1
1003,SPECIES_RELLOR,Rellor,Bug,,Compound Eyes,,41,50,60,31,58,30,270,190,127,Bug,Bug,FALSE,,9,,,,1
1004,SPECIES_RABSCA,Rabsca,Bug,Psychic,Synchronize,,75,50,85,115,100,45,470,45,127,Bug,Bug,FALSE,,9,,,,1
1005,SPECIES_FLITTLE,Flittle,Psychic,,Anticipation,Frisk,30,35,30,55,30,75,255,120,127,Flying,Flying,FALSE,,9,,,,1
1006,SPECIES_ESPATHRA,Espathra,Psychic,,Opportunist,Frisk,95,60,60,101,60,105,481,60,127,Flying,Flying,FALSE,,9,,,,1
1007,SPECIES_TINKATINK,Tinkatink,Fairy,Steel,Mold Breaker,Own Tempo,50,45,45,35,64,58,297,190,254,Fairy,Fairy,FALSE,,9,Yes,Johto,,1
1008,SPECIES_TINKATUFF,Tinkatuff,Fairy,Steel,Mold Breaker,Own Tempo,65,55,55,45,82,78,380,90,254,Fairy,Fairy,FALSE,,9,Yes,Johto,,1
1009,SPECIES_TINKATON,Tinkaton,Fairy,Steel,Mold Breaker,Own Tempo,85,75,77,70,105,94,506,45,254,Fairy,Fairy,FALSE,,9,Yes,Johto,,1
1010,SPECIES_WIGLETT,Wiglett,Water,,Gooey,Rattled,10,55,25,35,25,95,245,255,127,Water 3,Water 3,FALSE,,9,,,,1
1011,SPECIES_WUGTRIO,Wugtrio,Water,,Gooey,Rattled,35,100,50,50,70,120,425,50,127,Water 3,Water 3,FALSE,,9,,,,1
1012,SPECIES_BOMBIRDIER,Bombirdier,Flying,Dark,Big Pecks,Keen Eye,70,103,85,60,85,82,485,25,127,Flying,Flying,FALSE,,9,,,,1
1013,SPECIES_FINIZEN,Finizen,Water,,Water Veil,,70,45,40,45,40,75,315,200,127,Field,Water 2,FALSE,,9,,,,1
1014,SPECIES_PALAFIN,Palafin,Water,,Zero To Hero,,100,70,72,53,62,100,457,45,127,Field,Water 2,FALSE,,9,,,,1
1015,SPECIES_VAROOM,Varoom,Steel,Poison,Overcoat,,45,70,63,30,45,47,300,190,127,Mineral,Mineral,FALSE,,9,,,,1
1016,SPECIES_REVAVROOM,Revavroom,Steel,Poison,Overcoat,,80,119,90,54,67,90,500,75,127,Mineral,Mineral,FALSE,,9,,,,1
1017,SPECIES_CYCLIZAR,Cyclizar,Dragon,Normal,Shed Skin,,70,95,65,85,65,121,501,190,127,Field,Field,FALSE,,9,,,,1
1018,SPECIES_ORTHWORM,Orthworm,Steel,,Earth Eater,,70,85,145,60,55,65,480,25,127,Field,Field,FALSE,,9,,,,1
1019,SPECIES_GLIMMET,Glimmet,Rock,Poison,Toxic Debris,,48,35,42,105,60,60,350,70,127,Mineral,Mineral,FALSE,,9,Yes,,,1
1020,SPECIES_GLIMMORA,Glimmora,Rock,Poison,Toxic Debris,,83,55,90,130,81,86,525,25,127,Mineral,Mineral,FALSE,,9,Yes,,,1
1021,SPECIES_GREAVARD,Greavard,Ghost,,Pickup,,50,61,60,30,55,34,290,120,127,Field,Field,FALSE,,9,,,,1
1022,SPECIES_HOUNDSTONE,Houndstone,Ghost,,Sand Rush,,72,101,100,50,97,68,488,60,127,Field,Field,FALSE,,9,,,,1
1023,SPECIES_FLAMIGO,Flamigo,Flying,Fighting,Scrappy,Tangled Feet,82,115,74,75,64,90,500,100,127,Flying,Flying,FALSE,,9,,,,1
1024,SPECIES_CETODDLE,Cetoddle,Ice,,Thick Fat,Snow Cloak,108,68,45,30,40,43,334,150,127,Field,Field,FALSE,,9,,,,1
1025,SPECIES_CETITAN,Cetitan,Ice,,Thick Fat,Slush Rush,170,113,65,45,55,73,521,50,127,Field,Field,FALSE,,9,,,,1
1026,SPECIES_VELUZA,Veluza,Water,Psychic,Mold Breaker,,90,102,73,78,65,70,478,100,127,Water 2,Water 2,FALSE,,9,,,,1
1027,SPECIES_DONDOZO,Dondozo,Water,,Unaware,Oblivious,150,100,115,65,65,35,530,25,127,Water 2,Water 2,FALSE,,9,,,,1
1028,SPECIES_TATSUGIRI,Tatsugiri,Dragon,Water,Commander,,68,50,60,120,95,82,475,100,127,Water 2,Water 2,FALSE,,9,,,,1
1029,SPECIES_ANNIHILAPE,Annihilape,Fighting,Ghost,Vital Spirit,Inner Focus,110,115,80,50,90,90,535,45,127,Field,Field,FALSE,,9,Yes,,,1
1030,SPECIES_CLODSIRE,Clodsire,Poison,Ground,Poison Point,Water Absorb,130,75,60,45,100,20,430,90,127,Water 1,Field,FALSE,,9,,,,1
1031,SPECIES_FARIGIRAF,Farigiraf,Normal,Psychic,Cud Chew,Armor Tail,120,90,70,110,70,60,520,45,127,Field,Field,FALSE,,9,Yes,,,1
1032,SPECIES_DUDUNSPARCE,Dudunspars,Normal,,Serene Grace,Run Away,125,100,80,85,75,55,520,45,127,Field,Field,FALSE,,9,Yes,,,1
1033,SPECIES_KINGAMBIT,Kingambit,Dark,Steel,Defiant,Supreme Overlord,100,135,120,60,85,50,550,25,127,Human Like,Human Like,FALSE,,9,Maybe,,,1
1034,SPECIES_GREAT_TUSK,Great Tusk,Ground,Fighting,Protosynthesis,,115,131,131,53,53,87,570,30,255,Undiscovered,Undiscovered,FALSE,,9,Maybe,,,1
1035,SPECIES_SCREAM_TAIL,ScreamTail,Fairy,Psychic,Protosynthesis,,115,65,99,65,115,111,570,50,255,Undiscovered,Undiscovered,FALSE,,9,Maybe,,,1
1036,SPECIES_BRUTE_BONNET,BruteBonet,Grass,Dark,Protosynthesis,,111,127,99,79,99,55,570,50,255,Undiscovered,Undiscovered,FALSE,,9,Maybe,,,1
1037,SPECIES_FLUTTER_MANE,FluttrMane,Ghost,Fairy,Protosynthesis,,55,55,55,135,135,135,570,30,255,Undiscovered,Undiscovered,FALSE,,9,Maybe,,,1
1038,SPECIES_SLITHER_WING,SlithrWing,Bug,Fighting,Protosynthesis,,85,135,79,85,105,81,570,30,255,Undiscovered,Undiscovered,FALSE,,9,Maybe,,,1
1039,SPECIES_SANDY_SHOCKS,SandyShock,Electric,Ground,Protosynthesis,,85,81,97,121,85,101,570,30,255,Undiscovered,Undiscovered,FALSE,,9,Maybe,,,1
1040,SPECIES_IRON_TREADS,IronTreads,Ground,Steel,Quark Drive,,90,112,120,72,70,106,570,30,255,Undiscovered,Undiscovered,FALSE,,9,Maybe,,,1
1041,SPECIES_IRON_BUNDLE,IronBundle,Ice,Water,Quark Drive,,56,80,114,124,60,136,570,50,255,Undiscovered,Undiscovered,FALSE,,9,Maybe,,,1
1042,SPECIES_IRON_HANDS,Iron Hands,Fighting,Electric,Quark Drive,,154,140,108,50,68,50,570,50,255,Undiscovered,Undiscovered,FALSE,,9,Maybe,,,1
1043,SPECIES_IRON_JUGULIS,Iron Neck,Dark,Flying,Quark Drive,,94,80,86,122,80,108,570,30,255,Undiscovered,Undiscovered,FALSE,,9,Maybe,,,1
1044,SPECIES_IRON_MOTH,Iron Moth,Fire,Poison,Quark Drive,,80,70,60,140,110,110,570,30,255,Undiscovered,Undiscovered,FALSE,,9,Maybe,,,1
1045,SPECIES_IRON_THORNS,IronThorns,Rock,Electric,Quark Drive,,100,134,110,70,84,72,570,30,255,Undiscovered,Undiscovered,FALSE,,9,Yes,,,1
1046,SPECIES_FRIGIBAX,Frigibax,Dragon,Ice,Thermal Exchange,,65,75,45,35,45,55,320,45,127,Dragon,Mineral,FALSE,,9,Yes,,,1
1047,SPECIES_ARCTIBAX,Arctibax,Dragon,Ice,Thermal Exchange,,90,95,66,45,65,62,423,25,127,Dragon,Mineral,FALSE,,9,Yes,,,1
1048,SPECIES_BAXCALIBUR,Baxcalibur,Dragon,Ice,Thermal Exchange,,115,145,92,75,86,87,600,10,127,Dragon,Mineral,FALSE,,9,Yes,,,1
1049,SPECIES_GIMMIGHOUL,Gimmighoul,Ghost,,Rattled,,45,30,70,75,70,10,300,45,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1050,SPECIES_GHOLDENGO,Gholdengo,Steel,Ghost,Good As Gold,,87,60,95,133,91,84,550,45,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1051,SPECIES_WO_CHIEN,Wo-Chien,Dark,Grass,Tablets Of Ruin,,85,85,100,95,135,70,570,6,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1052,SPECIES_CHIEN_PAO,Chien-Pao,Dark,Ice,Sword Of Ruin,,80,120,80,90,65,135,570,6,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1053,SPECIES_TING_LU,Ting-Lu,Dark,Ground,Vessel Of Ruin,,155,110,125,55,80,45,570,6,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1054,SPECIES_CHI_YU,Chi-Yu,Dark,Fire,Beads Of Ruin,,55,80,80,135,120,100,570,6,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1055,SPECIES_ROARING_MOON,RoarinMoon,Dragon,Dark,Protosynthesis,,105,139,71,55,101,119,590,10,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1056,SPECIES_IRON_VALIANT,Iron Valor,Fairy,Fighting,Quark Drive,,74,130,90,120,60,116,590,10,255,Undiscovered,Undiscovered,FALSE,,9,Maybe,,,1
1057,SPECIES_KORAIDON,Koraidon,Fighting,Dragon,Orichalcum Pulse,,100,135,115,85,100,135,670,3,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1058,SPECIES_MIRAIDON,Miraidon,Electric,Dragon,Hadron Engine,,100,85,100,135,115,135,670,3,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1059,SPECIES_WALKING_WAKE,WalkngWake,Water,Dragon,Protosynthesis,,99,83,91,125,83,109,590,5,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1060,SPECIES_IRON_LEAVES,IronLeaves,Grass,Psychic,Quark Drive,,90,130,88,70,108,104,590,5,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1061,SPECIES_DIPPLIN,Dipplin,Grass,Dragon,Supersweet Syrup,Gluttony,80,80,110,95,80,40,485,45,127,Grass,Dragon,FALSE,,9,,,,1
1062,SPECIES_POLTCHAGEIST,Polchgeist,Grass,Ghost,Hospitality,,40,45,45,74,54,50,308,120,255,Mineral,Amorphous,FALSE,,9,,,,1
1063,SPECIES_SINISTCHA,Sinistcha,Grass,Ghost,Hospitality,,71,60,106,121,80,70,508,60,255,Mineral,Amorphous,FALSE,,9,,,,1
1064,SPECIES_OKIDOGI,Okidogi,Poison,Fighting,Toxic Chain,,88,128,115,58,86,80,555,3,0,Undiscovered,Undiscovered,FALSE,,9,,,,1
1065,SPECIES_MUNKIDORI,Munkidori,Poison,Psychic,Toxic Chain,,88,75,66,130,90,106,555,3,0,Undiscovered,Undiscovered,FALSE,,9,,,,1
1066,SPECIES_FEZANDIPITI,Fezanditi,Poison,Fairy,Toxic Chain,,88,91,82,70,125,99,555,3,0,Undiscovered,Undiscovered,FALSE,,9,,,,1
1067,SPECIES_OGERPON,Ogerpon,Grass,,Defiant,,80,120,84,60,96,110,550,5,254,Undiscovered,Undiscovered,FALSE,,9,,,,1
1068,SPECIES_ARCHALUDON,Archaludon,Steel,Dragon,Stamina,Sturdy,90,105,130,125,65,85,600,10,127,Mineral,Dragon,FALSE,,9,,,,1
1069,SPECIES_HYDRAPPLE,Hydrapple,Grass,Dragon,Supersweet Syrup,Regenerator,106,80,110,120,80,44,540,10,127,Grass,Dragon,FALSE,,9,,,,1
1070,SPECIES_GOUGING_FIRE,GouginFire,Fire,Dragon,Protosynthesis,,105,115,121,65,93,91,590,10,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1071,SPECIES_RAGING_BOLT,RagingBolt,Electric,Dragon,Protosynthesis,,125,73,91,137,89,75,590,10,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1072,SPECIES_IRON_BOULDER,IronBolder,Rock,Psychic,Quark Drive,,90,120,80,68,108,124,590,10,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1073,SPECIES_IRON_CROWN,Iron Crown,Steel,Psychic,Quark Drive,,90,72,100,122,108,98,590,10,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1074,SPECIES_TERAPAGOS,Terapagos,Normal,,Tera Shift,,90,65,85,65,85,60,450,255,127,Undiscovered,Undiscovered,FALSE,,9,,,,1
1075,SPECIES_PECHARUNT,Pecharunt,Poison,Ghost,Poison Puppeteer,,88,88,160,88,88,88,600,3,255,Undiscovered,Undiscovered,FALSE,,9,,,,1
1076,SPECIES_MEGA_VENUSAUR,Mega Venusaur,Grass,Poison,Thick Fat,Thick Fat,80,100,123,122,120,80,625,45,31,Monster,Grass,FALSE,,1,,,,1
1077,SPECIES_MEGA_CHARIZARD_X,Mega Charizard X,Fire,Dragon,Tough Claws,Tough Claws,78,130,111,130,85,100,634,45,31,Monster,Dragon,FALSE,,1,,,,1
1078,SPECIES_MEGA_CHARIZARD_Y,Mega Charizard Y,Fire,Flying,Drought,Drought,78,104,78,159,115,100,634,45,31,Monster,Dragon,FALSE,,1,,,,1
1079,SPECIES_MEGA_BLASTOISE,Mega Blastoise,Water,,Mega Launcher,Mega Launcher,79,103,120,135,115,78,630,45,31,Monster,Water 1,FALSE,,1,,,,1
1080,SPECIES_MEGA_BEEDRILL,Mega Beedrill,Bug,Poison,Adaptability,Adaptability,65,150,40,15,80,145,495,45,127,Bug,Bug,FALSE,,1,,,,1
1081,SPECIES_MEGA_PIDGEOT,Mega Pidgeot,Normal,Flying,No Guard,No Guard,83,80,80,135,80,121,579,45,127,Flying,Flying,FALSE,,1,,,,1
1082,SPECIES_MEGA_ALAKAZAM,Mega Alakazam,Psychic,,Trace,Trace,55,50,65,175,105,150,600,50,63,Human Like,Human Like,FALSE,,1,,,,1
1083,SPECIES_MEGA_SLOWBRO,Mega Slowbro,Water,Psychic,Shell Armor,Shell Armor,95,75,180,130,80,30,590,75,127,Monster,Water 1,FALSE,,1,,,,1
1084,SPECIES_MEGA_GENGAR,Mega Gengar,Ghost,Poison,Shadow Tag,Shadow Tag,60,65,80,170,95,130,600,45,127,Amorphous,Amorphous,FALSE,,1,,,,1
1085,SPECIES_MEGA_KANGASKHAN,Mega Kangaskhan,Normal,,Parental Bond,Parental Bond,105,125,100,60,100,100,590,45,254,Monster,Monster,FALSE,,1,,,,1
1086,SPECIES_MEGA_PINSIR,Mega Pinsir,Bug,Flying,Aerilate,Aerilate,65,155,120,65,90,105,600,45,127,Bug,Bug,FALSE,,1,,,,1
1087,SPECIES_MEGA_GYARADOS,Mega Gyarados,Water,Dark,Mold Breaker,Mold Breaker,95,155,109,70,130,81,640,45,127,Water 2,Dragon,FALSE,,1,,,,1
1088,SPECIES_MEGA_AERODACTYL,Mega Aerodactyl,Rock,Flying,Tough Claws,Tough Claws,80,135,85,70,95,150,615,45,31,Flying,Flying,FALSE,,1,,,,1
1089,SPECIES_MEGA_MEWTWO_X,Mega Mewtwo X,Psychic,Fighting,Steadfast,Steadfast,106,190,100,154,100,130,780,3,255,Undiscovered,Undiscovered,FALSE,,1,,,,1
1090,SPECIES_MEGA_MEWTWO_Y,Mega Mewtwo Y,Psychic,,Insomnia,Insomnia,106,150,70,194,120,140,780,3,255,Undiscovered,Undiscovered,FALSE,,1,,,,1
1091,SPECIES_MEGA_AMPHAROS,Mega Ampharos,Electric,Dragon,Mold Breaker,Mold Breaker,90,95,105,165,110,45,610,45,127,Monster,Field,FALSE,,2,,,,1
1092,SPECIES_MEGA_STEELIX,Mega Steelix,Steel,Ground,Sand Force,Sand Force,75,125,230,55,95,30,610,25,127,Mineral,Mineral,FALSE,,2,,,,1
1093,SPECIES_MEGA_SCIZOR,Mega Scizor,Bug,Steel,Technician,Technician,70,150,140,65,100,75,600,25,127,Bug,Bug,FALSE,,2,,,,1
1094,SPECIES_MEGA_HERACROSS,Mega Heracross,Bug,Fighting,Skill Link,Skill Link,80,185,115,40,105,75,600,45,127,Bug,Bug,FALSE,,2,,,,1
1095,SPECIES_MEGA_HOUNDOOM,Mega Houndoom,Dark,Fire,Solar Power,Solar Power,75,90,90,140,90,115,600,45,127,Field,Field,FALSE,,2,,,,1
1096,SPECIES_MEGA_TYRANITAR,Mega Tyranitar,Rock,Dark,Sand Stream,Sand Stream,100,164,150,95,120,71,700,45,127,Monster,Monster,FALSE,,2,,,,1
1097,SPECIES_MEGA_SCEPTILE,Mega Sceptile,Grass,Dragon,Lightning Rod,Lightning Rod,70,110,75,145,85,145,630,45,31,Monster,Dragon,FALSE,,3,,,,1
1098,SPECIES_MEGA_BLAZIKEN,Mega Blaziken,Fire,Fighting,Speed Boost,Speed Boost,80,160,80,130,80,100,630,45,31,Field,Field,FALSE,,3,,,,1
1099,SPECIES_MEGA_SWAMPERT,Mega Swampert,Water,Ground,Swift Swim,Swift Swim,100,150,110,95,110,70,635,45,31,Monster,Water 1,FALSE,,3,,,,1
1100,SPECIES_MEGA_GARDEVOIR,Mega Gardevoir,Psychic,Fairy,Pixilate,Pixilate,68,85,65,165,135,100,618,45,127,Amorphous,Amorphous,FALSE,,3,,,,1
1101,SPECIES_MEGA_SABLEYE,Mega Sableye,Dark,Ghost,Magic Bounce,Magic Bounce,50,85,125,85,115,20,480,45,127,Human Like,Human Like,FALSE,,3,,,,1
1102,SPECIES_MEGA_MAWILE,Mega Mawile,Steel,Fairy,Huge Power,Huge Power,50,105,125,55,95,50,480,45,127,Field,Fairy,FALSE,,3,,,,1
1103,SPECIES_MEGA_AGGRON,Mega Aggron,Steel,,Filter,Filter,70,140,230,60,80,50,630,45,127,Monster,Monster,FALSE,,3,,,,1
1104,SPECIES_MEGA_MEDICHAM,Mega Medicham,Fighting,Psychic,Pure Power,Pure Power,60,100,85,80,85,100,510,90,127,Human Like,Human Like,FALSE,,3,,,,1
1105,SPECIES_MEGA_MANECTRIC,Mega Manectric,Electric,,Intimidate,Intimidate,70,75,80,135,80,135,575,45,127,Field,Field,FALSE,,3,,,,1
1106,SPECIES_MEGA_SHARPEDO,Mega Sharpedo,Water,Dark,Speed Boost,Speed Boost,70,140,70,110,65,105,560,60,127,Water 2,Water 2,FALSE,,3,,,,1
1107,SPECIES_MEGA_CAMERUPT,Mega Camerupt,Fire,Ground,Sheer Force,Sheer Force,70,120,100,145,105,20,560,150,127,Field,Field,FALSE,,3,,,,1
1108,SPECIES_MEGA_ALTARIA,Mega Altaria,Dragon,Fairy,Pixilate,Pixilate,75,110,110,110,105,80,590,45,127,Flying,Dragon,FALSE,,3,,,,1
1109,SPECIES_MEGA_BANETTE,Mega Banette,Ghost,,Prankster,Prankster,64,165,75,93,83,75,555,45,127,Amorphous,Amorphous,FALSE,,3,,,,1
1110,SPECIES_MEGA_ABSOL,Mega Absol,Dark,,Magic Bounce,Magic Bounce,65,150,60,115,60,115,565,30,127,Field,Field,FALSE,,3,,,,1
1111,SPECIES_MEGA_GLALIE,Mega Glalie,Ice,,Refrigerate,Refrigerate,80,120,80,120,80,100,580,75,127,Fairy,Mineral,FALSE,,3,,,,1
1112,SPECIES_MEGA_SALAMENCE,Mega Salamence,Dragon,Flying,Aerilate,Aerilate,95,145,130,120,90,120,700,45,127,Dragon,Dragon,FALSE,,3,,,,1
1113,SPECIES_MEGA_METAGROSS,Mega Metagross,Steel,Psychic,Tough Claws,Tough Claws,80,145,150,105,110,110,700,3,255,Mineral,Mineral,FALSE,,3,,,,1
1114,SPECIES_MEGA_LATIAS,Mega Latias,Dragon,Psychic,Levitate,Levitate,80,100,120,140,150,110,700,3,254,Undiscovered,Undiscovered,FALSE,,3,,,,1
1115,SPECIES_MEGA_LATIOS,Mega Latios,Dragon,Psychic,Levitate,Levitate,80,130,100,160,120,110,700,3,0,Undiscovered,Undiscovered,FALSE,,3,,,,1
